t[s],VfPASP_egoSpd_mps[],VfPASP_egoAcc_mpss[],VfPASP_spdLmt_kph[],VeINP_IVClass[],VfINP_IVLaDis_m[],VfINP_IVLgDis_m[],VeINP_IVID[],VbINP_IVPresent_flg[],VfINP_IVV_mps[],VeINP_RIVClass_enum[],VfINP_RIVLaDis_m[],VfINP_RIVLgDis_m[],VbINP_RIVPresent_flg[],VfINP_RIVV_mps[],VfINP_RIVLaV_mps[],VeINP_NIVLClass_enum[],VfINP_NIVLLaDis_m[],VfINP_NIVLLgDis_m[],VbINP_NIVLPresent_flg[],VfINP_NIVLV_mps[],VfINP_NIVLLaV_mps[],VeINP_NIVRClass_enum[],VfINP_NIVRLaDis_m[],VfINP_NIVRLgDis_m[],VbINP_NIVRPresent_flg[],VfINP_NIVRV_mps[],VfINP_NIVRLaV_mps[],VeINP_NIIVLClass_enum[],VfINP_NIIVLLaDis_m[],VfINP_NIIVLLgDis_m[],VbINP_NIIVLPresent_flg[],VfINP_NIIVLV_mps[],VfINP_NIIVLLaV_mps[],VeINP_NIIVRClass_enum[],VfINP_NIIVRLaDis_m[],VfINP_NIIVRLgDis_m[],VbINP_NIIVRPresent_flg[],VfINP_NIIVRV_mps[],VfINP_NIIVRLaV_mps[],VeINP_RIVLClass_enum[],VfINP_RIVLLaDis_m[],VfINP_RIVLLgDis_m[],VbINP_RIVLPresent_flg[],VfINP_RIVLV_mps[],VfINP_RIVLLaV_mps[],VeINP_RIVRClass_enum[],VfINP_RIVRLaDis_m[],VfINP_RIVRLgDis_m[],VbINP_RIVRPresent_flg[],VfINP_RIVRV_mps[],VfINP_RIVRLaV_mps[],VfINP_RIIVLLaDis_m[],VfINP_RIIVLLgDis_m[],VbINP_RIIVLPresent_flg[],VfINP_RIIVLV_mps[],VfINP_RIIVLLaV_mps[],VfINP_RIIVRLaDis_m[],VfINP_RIIVRLgDis_m[],VbINP_RIIVRPresent_flg[],VfINP_RIIVRV_mps[],VfINP_RIIVRLaV_mps[],VfPASP_ALC_path_C4[],VfPASP_ALC_path_C3[],VfPASP_ALC_path_C2[],VfPASP_ALC_path_C1[],VfPASP_ALC_path_C0[],VfPASP_StPoint0_t_s[],VfPASP_StPoint0_s_m[],VfPASP_StPoint0_v_mps[],VfPASP_StPoint0_a_mpss[],VfPASP_StPoint1_t_s[],VfPASP_StPoint1_s_m[],VfPASP_StPoint1_v_mps[],VfPASP_StPoint1_a_mpss[],VfPASP_StPoint2_t_s[],VfPASP_StPoint2_s_m[],VfPASP_StPoint2_v_mps[],VfPASP_StPoint2_a_mpss[],VfPASP_StPoint3_t_s[],VfPASP_StPoint3_s_m[],VfPASP_StPoint3_v_mps[],VfPASP_StPoint3_a_mpss[],VfPASP_StPoint4_t_s[],VfPASP_StPoint4_s_m[],VfPASP_StPoint4_v_mps[],VfPASP_StPoint4_a_mpss[],VfPASP_StPoint5_t_s[],VfPASP_StPoint5_s_m[],VfPASP_StPoint5_v_mps[],VfPASP_StPoint5_a_mpss[],VfLSSIN_l_LaneMkrOffsLe[],VfLSSIN_Ag_LaneMkrHdgAgLe[],VfLSSIN_Crvt_LaneMkrCrvtLe[],VfLSSIN_dCrvt_LaneMkrCrvtRateLe[],VfLSSIN_l_ViewRngLe[],VfLSSIN_l_StrtRngLe[],VfLSSIN_l_LaneMkrOffsRi[],VfLSSIN_Ag_LaneMkrHdgAgRi[],VfLSSIN_Crvt_LaneMkrCrvtRi[],VfLSSIN_dCrvt_LaneMkrCrvtRateRi[],VfLSSIN_l_ViewRngRi[],VfLSSIN_l_StrtRngRi[],VFLSSIN7_l_LaneMkrOffsNxtLe[],VFLSSIN7_Ag_LaneMkrHdgAgNxtLe[],VFLSSIN7_Crvt_LaneMkrCrvtNxtLe[],VFLSSIN7_dCrvt_LaneMkrCrvtRateNxtLe[],VfLSSIN7_l_ViewRngNxtLe[],VFLSSIN7_l_StrtRngNxtLe[],VFLSSIN7_l_LaneMkrOffsNxtRi[],VFLSSIN7_Ag_LaneMkrHdgAgNxtRi[],VFLSSIN7_Crvt_LaneMkrCrvtNxtRi[],VFLSSIN7_dCrvt_LaneMkrCrvtRateNxtRi[],VfLSSIN7_l_ViewRngNxtRi[],VFLSSIN7_l_StrtRngNxtRi[],VeINP_TSRID0Proc[],VeINP_TSRID1Proc[],VeINP_TSRID2Proc[],VfINP_TSRSignLatDist0Proc_m[],VfINP_TSRSignLatDist1Proc_m[],VfINP_TSRSignLatDist2Proc_m[],VfINP_TSRSignLgDist0Proc_m[],VfINP_TSRSignLgDist1Proc_m[],VfINP_TSRSignLgDist2Proc_m[],VuINP_TSRSignName0Proc[],VuINP_TSRSignName1Proc[],VuINP_TSRSignName2Proc[],VfINP_LH_Line_First_C0_0[],VfINP_LH_Line_First_C0_1[],VfINP_LH_Line_First_C1_0[],VfINP_LH_Line_First_C1_1[],VfINP_LH_Line_First_C2_0[],VfINP_LH_Line_First_C2_1[],VfINP_LH_Line_First_C3_0[],VfINP_LH_Line_First_C3_1[],VfINP_LH_First_VR_End_0[],VfINP_LH_First_VR_End_1[],VfINP_LH_First_VR_Start_0[],VfINP_LH_First_VR_Start_1[],VfINP_LA_Line_C0_0[],VfINP_LA_Line_C0_1[],VfINP_LA_Line_C1_0[],VfINP_LA_Line_C1_1[],VfINP_LA_Line_C2_0[],VfINP_LA_Line_C2_1[],VfINP_LA_Line_C3_0[],VfINP_LA_Line_C3_1[],VfINP_LA_View_Range_End_0[],VfINP_LA_View_Range_End_1[],VfINP_LA_View_Range_Start_0[],VfINP_LA_View_Range_Start_1[]
66.66675434,6.458333492,-0.058458798,75,1,0.006179296,33.83670044,4,1,0.600216985,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,6.458333492,0,0,0,0,0,6.458333492,0,0,0,0,6.458333492,0,0,0,0,6.458333492,0,0,1.92511E-06,5.10724E-05,0.000547537,-0.040002763,0,0,6.458333492,-0.058458798,1,7.458333492,7.458333492,1,2,16.25833321,8.799999237,1.341665745,3,26.45833397,10.20000076,1.400001526,4,37.95833206,11.49999809,1.29999733,5,51.05833435,13.10000229,1.600004196,1.5143255,0.001403576,0.000246253,1.53534E-05,44.66976547,-0.000190735,-1.592533708,0.000925426,-9.79036E-05,6.89554E-06,55.55975723,-0.000190735,5.032771111,0.002771602,0.000203575,6E-05,38.63977051,0,-4.867457867,-0.003517393,0.001112716,6E-05,42.88976669,0,34,0,0,-11.05002022,-32,-32,60.79984665,-100,-100,199,0,0,-1.516819,1.583047152,-0.00169754,-0.000487328,-0.000121117,4.673E-05,4.75906E-07,-1.885E-06,44.66999817,55.55999756,0,0,-5.033121586,4.868214607,-0.002454758,0.003900528,0.000103951,0.000557899,4.38653E-06,3.63588E-06,38.63999939,42.88999939,0,0
66.73545264,6.458333492,-0.058458798,75,1,-0.011650919,33.60118103,4,1,0.57989037,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,6.458333492,0,0,0,0,0,6.458333492,0,0,0,0,6.458333492,0,0,0,0,6.458333492,0,0,1.92511E-06,5.10724E-05,0.000547537,-0.040002763,0,0,6.458333492,-0.058458798,1,7.458333492,7.458333492,1,2,16.25833321,8.799999237,1.341665745,3,26.45833397,10.20000076,1.400001526,4,37.95833206,11.49999809,1.29999733,5,51.05833435,13.10000229,1.600004196,1.512105465,0.001647747,0.000242179,1.31567E-05,44.66976547,-0.000190735,-1.585954785,0.000392983,-9.17698E-05,9.31054E-06,55.55975723,-0.000190735,5.03345871,0.002508302,0.00020976,6E-05,38.63977051,0,-4.86875391,-0.00390216,0.001116914,6E-05,42.88976669,0,34,0,0,-11.05002022,-32,-32,60.79984665,-100,-100,199,0,0,-1.523797274,1.594881058,-0.000969887,-0.001774788,-0.000134468,5.91278E-05,-8.11182E-07,-4.74975E-08,43.5,53.71000671,0,0,-5.024191856,4.866020679,-5.81741E-05,0.004360199,9.53674E-05,0.000555992,2.92622E-06,2.06102E-06,39.53999329,41.67999268,0,0
66.79633045,6.458333492,0.000341202,75,1,-0.022225127,33.0398407,4,1,0.594346166,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,6.458333492,0,0,0,0,0,6.458333492,0,0,0,0,6.458333492,0,0,0,0,6.458333492,0,0,1.79178E-06,5.33807E-05,0.000767147,-0.040252745,0,0,6.458333492,0.000341202,1,8.058333397,8.058333397,1.599999905,2,18.05833435,10.00000095,1.941667557,3,30.05833435,12,1.999999046,4,43.95833206,13.89999771,1.899997711,5,59.45833588,15.50000381,1.600006104,1.51990521,0.001287594,0.000262107,1.2622E-05,43.4997673,-0.000190735,-1.597123027,0.001197071,-0.000109503,9.87409E-06,53.70975876,-0.000190735,5.024463177,0.000596492,0.000196934,6E-05,39.53977203,0,-4.866747379,-0.004339015,0.001114137,6E-05,41.67977142,0,34,0,0,-11.06002045,-32,-32,60.07984924,-100,-100,199,0,0,-1.525135398,1.587216616,-0.00143528,-8.4877E-05,-0.000132561,4.95911E-05,-1.17347E-07,-3.00165E-06,43.5,53.71000671,0,0,-5.024222851,4.868491173,-1.43051E-05,0.004898071,0.000100136,0.000559807,2.92622E-06,2.06102E-06,39.53999329,41.67999268,0,0
66.86256259,6.458333492,0.000341202,75,1,-0.032831095,32.51915741,4,1,0.588877082,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,6.458333492,0,0,0,0,0,6.458333492,0,0,0,0,6.458333492,0,0,0,0,6.458333492,0,0,1.79178E-06,5.33807E-05,0.000767147,-0.040252745,0,0,6.458333492,0.000341202,1,8.058333397,8.058333397,1.599999905,2,18.05833435,10.00000095,1.941667557,3,30.05833435,12,1.999999046,4,43.95833206,13.89999771,1.899997711,5,59.45833588,15.50000381,1.600006104,1.520133734,0.001401424,0.000264849,1.01916E-05,43.4997673,-0.000190735,-1.592353821,0.000333591,-0.000101689,1.0838E-05,53.70975876,-0.000190735,5.024226665,0.000101968,0.000199342,6E-05,39.53977203,0,-4.868442535,-0.00478797,0.001118397,6E-05,41.67977142,0,34,0,0,-11.06002045,-32,-32,60.07984924,-100,-100,199,0,0,-1.527081013,1.589674473,-0.000312805,-0.001457214,-0.00014782,5.81741E-05,-2.55089E-06,-2.33296E-06,42.30000305,51.52000427,0,0,-5.018371105,4.871212006,0.001111984,0.005972862,0.000102043,0.000561714,3.60701E-06,2.50898E-06,36.63000488,40.61000061,0,0
66.9282007,6.458333492,-0.009458798,75,1,-0.056779422,32.28024292,4,1,0.584290087,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,6.458333492,0,0,0,0,0,6.458333492,0,0,0,0,6.458333492,0,0,0,0,6.458333492,0,0,1.93144E-06,5.30161E-05,0.001136194,-0.03692466,0,0,6.458333492,-0.009458798,1,6.658333778,6.658333778,0.200000286,2,13.55833435,6.900000572,0.241666794,3,20.45833397,6.899999619,-9.53674E-07,4,26.95833397,6.5,-0.399999619,5,33.05833435,6.100000381,-0.399999619,1.523107171,0.000591297,0.00028977,1.10961E-05,42.29977036,-0.000190735,-1.59282732,0.001082995,-0.000111513,1.01249E-05,51.51976013,-0.000190735,5.018406868,-0.000852969,0.00020387,6E-05,36.629776,0,-4.87184763,-0.005753268,0.001122243,6E-05,40.60977173,0,34,0,0,-11.53001976,-32,-32,62.21984482,-100,-100,199,0,0,-1.530245066,1.584520102,-0.000538826,-0.000909805,-0.000149727,4.95911E-05,-2.1169E-06,-3.90224E-06,42.30000305,51.52000427,0,0,-5.01799202,4.873375416,0.000977516,0.006164551,0.000105858,0.000563622,3.60701E-06,2.50898E-06,36.63000488,40.61000061,0,0
66.99807307,6.458333492,-0.009458798,75,1,-0.088116802,31.8575592,4,1,0.56274122,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,6.437500477,0,0,0,0,0,6.437500477,0,0,0,0,6.437500477,0,0,0,0,6.437500477,0,0,1.93144E-06,5.30161E-05,0.001136194,-0.03692466,0,0,6.458333492,-0.009458798,1,6.658333778,6.658333778,0.200000286,2,13.55833435,6.900000572,0.241666794,3,20.45833397,6.899999619,-9.53674E-07,4,26.95833397,6.5,-0.399999619,5,33.05833435,6.100000381,-0.399999619,1.5276196,0.000986724,0.000306777,1.24821E-05,40.94977188,-0.000190735,-1.597454429,0.001284439,-0.000110475,1.14069E-05,47.56976318,-0.000190735,5.016503811,-0.000946641,0.000206109,6E-05,35.75977325,0,-4.878250599,-0.007043834,0.00112933,6E-05,39.37977219,0,34,0,0,-11.56001949,-32,-32,61.48984528,-100,-100,199,0,0,-1.536635399,1.588526487,-0.000706673,-0.0010252,-0.000155449,4.76837E-05,-1.39978E-06,-4.77117E-06,40.94999695,47.57000732,0,0,-5.016273499,4.879948139,0.000844002,0.007448196,0.000103951,0.000567436,2.33576E-06,3.12924E-06,35.75999451,39.38000488,0,0
67.06293413,6.458333492,-0.009458798,75,1,-0.108301617,31.62003326,4,1,0.544882715,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,6.437500477,0,0,0,0,0,6.437500477,0,0,0,0,6.437500477,0,0,0,0,6.437500477,0,0,1.93144E-06,5.30161E-05,0.001136194,-0.03692466,0,0,6.458333492,-0.009458798,1,6.658333778,6.658333778,0.200000286,2,13.55833435,6.900000572,0.241666794,3,20.45833397,6.899999619,-9.53674E-07,4,26.95833397,6.5,-0.399999619,5,33.05833435,6.100000381,-0.399999619,1.533516407,0.000630471,0.000312149,1.2897E-05,40.94977188,-0.000190735,-1.591168284,0.000986778,-9.29868E-05,1.38118E-05,47.56976318,-0.000190735,5.016157627,-0.000852805,0.000209362,6E-05,35.75977325,0,-4.881001472,-0.007452786,0.001135656,6E-05,39.37977219,0,34,0,0,-11.56001949,-32,-32,61.48984528,-100,-100,199,0,0,-1.534936666,1.593676329,-0.000599861,-0.001907349,-0.000169754,5.34058E-05,-3.68245E-06,-4.1537E-06,40.22999573,44,0,0,-5.010140896,4.883680344,0.002157211,0.008408546,8.4877E-05,0.000572205,-1.96695E-06,3.71318E-06,37.5,38.41000366,0,0
67.12656211,6.437500477,-0.087858796,75,1,-0.119487025,31.21833038,4,1,0.559046566,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,6.437500477,0,0,0,0,0,6.437500477,0,0,0,0,6.437500477,0,0,0,0,6.437500477,0,0,1.78253E-06,6.20503E-05,0.000794295,-0.034860075,0,0,6.437500477,-0.087858796,1,6.437500477,6.437500477,0,2,12.63750076,6.200000286,-0.237500191,3,18.4375,5.799999237,-0.400001049,4,23.9375,5.5,-0.299999237,5,29.43750191,5.500001907,1.90735E-06,1.53403008,0.000360428,0.000336559,1.53107E-05,40.22977066,-0.000190735,-1.595861912,0.0015803,-9.58072E-05,1.43742E-05,43.9997673,-0.000190735,5.009996891,-0.001858348,0.000177505,6E-05,37.49977493,0,-4.884845734,-0.00828306,0.001144573,6E-05,38.40977097,0,34,0,0,-11.580019,-32,-32,60.76984787,-100,-100,199,0,0,-1.553387165,1.589049578,6.48499E-05,-0.000667572,-0.00017643,3.43323E-05,-2.27243E-06,-6.17467E-06,40.22999573,44,0,0,-5.008983135,4.888361931,0.002186775,0.008970261,8.2016E-05,0.000577927,-1.96695E-06,3.71318E-06,37.5,38.41000366,0,0
67.19706453,6.437500477,-0.087858796,75,1,-0.144089743,30.72883606,4,1,0.552321017,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,6.437500477,0,0,0,0,0,6.437500477,0,0,0,0,6.437500477,0,0,0,0,6.437500477,0,0,1.78253E-06,6.20503E-05,0.000794295,-0.034860075,0,0,6.437500477,-0.087858796,1,6.437500477,6.437500477,0,2,12.63750076,6.200000286,-0.237500191,3,18.4375,5.799999237,-0.400001049,4,23.9375,5.5,-0.299999237,5,29.43750191,5.500001907,1.90735E-06,1.546999335,4.88401E-05,0.000348797,1.82261E-05,40.22977066,-0.000190735,-1.594176292,0.000983417,-7.71664E-05,1.6808E-05,43.9997673,-0.000190735,5.009072304,-0.002117869,0.000166819,6E-05,37.49977493,0,-4.888008118,-0.008770424,0.001152528,6E-05,38.40977097,0,34,0,0,-11.580019,-32,-32,60.76984787,-100,-100,199,0,0,-1.545341253,1.600081921,-0.001914024,-0.001186371,-0.000178337,5.53131E-05,-3.14787E-06,-3.17581E-06,37.32000732,40.72999573,0,0,-5.018337727,4.900559902,1.71661E-05,0.012249947,8.29697E-05,0.000587463,-2.82191E-06,8.3819E-06,34.69999695,36.08000183,0,0
67.26355669,6.437500477,-0.087858796,75,1,-0.191647962,30.2561245,4,1,0.533266902,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,6.437500477,0,0,0,0,0,6.437500477,0,0,0,0,6.437500477,0,0,0,0,6.437500477,0,0,1.78253E-06,6.20503E-05,0.000794295,-0.034860075,0,0,6.437500477,-0.087858796,1,6.437500477,6.437500477,0,2,12.63750076,6.200000286,-0.237500191,3,18.4375,5.799999237,-0.400001049,4,23.9375,5.5,-0.299999237,5,29.43750191,5.500001907,1.90735E-06,1.540828824,0.001565291,0.000356186,2.12156E-05,37.31977463,-0.000190735,-1.603492618,0.001006477,-9.63308E-05,1.73738E-05,40.72977066,-0.000190735,5.018077374,-0.000461573,0.000164985,6E-05,34.6997757,0,-4.902010918,-0.011585431,0.001174973,6E-05,36.07977295,0,34,0,0,-11.580019,-32,-32,60.05984879,-100,-100,199,0,0,-1.558607578,1.597016335,-0.001441002,-0.000285149,-0.000190735,3.8147E-05,-4.52716E-06,-5.05149E-06,37.32000732,40.72999573,0,0,-5.018354416,4.907306194,-7.72476E-05,0.012709618,7.82013E-05,0.000601768,-2.82191E-06,8.3819E-06,34.69999695,36.08000183,0,0
67.32624326,6.437500477,-0.0682588,75,1,-0.213508442,30.01485634,4,1,0.517830372,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,6.416666985,0,0,0,0,0,6.416666985,0,0,0,0,6.416666985,0,0,0,0,6.416666985,0,0,2.31577E-06,7.44101E-05,0.000939896,-0.033287942,0,0,6.437500477,-0.0682588,1,7.237500668,7.237500668,0.800000191,2,15.33750057,8.100000381,0.862499714,3,24.4375,9.099999428,0.999999046,4,34.9375,10.5,1.400000572,5,46.83750153,11.90000153,1.400001526,1.542105556,0.006664206,0.000252028,2.18923E-05,25.5097847,-0.000190735,-1.613710046,0.002560553,-0.000130397,1.97775E-05,39.91976929,-0.000190735,5.030853271,0.002537368,0.000145132,6E-05,32.18977737,0,-4.910524368,-0.012816938,0.001328816,6E-05,39.94977188,0,34,0,0,-12.080019,-32,-32,62.15984344,-100,-100,199,0,0,-1.550125122,1.608801842,-0.009581566,-0.003347397,0.000796318,6.67572E-05,-2.90377E-05,-3.89013E-06,25.50999451,39.91999817,0,0,-5.031806946,4.912988663,-0.003350258,0.013261795,6.77109E-05,0.001252174,-5.11669E-06,-1.25729E-05,32.19000244,39.94999695,0,0
67.39439443,6.437500477,-0.0682588,75,1,-0.239898607,29.76492119,4,1,0.503558159,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,6.416666985,0,0,0,0,0,6.416666985,0,0,0,0,6.416666985,0,0,0,0,6.416666985,0,0,2.31577E-06,7.44101E-05,0.000939896,-0.033287942,0,0,6.437500477,-0.0682588,1,7.237500668,7.237500668,0.800000191,2,15.33750057,8.100000381,0.862499714,3,24.4375,9.099999428,0.999999046,4,34.9375,10.5,1.400000572,5,46.83750153,11.90000153,1.400001526,1.546667337,0.008807224,6.52524E-05,1.92357E-05,25.5097847,-0.000190735,-1.61424315,0.003215272,-0.000130948,1.91173E-05,39.91976929,-0.000190735,5.032178879,0.003217548,0.000136096,6E-05,32.18977737,0,-4.914497375,-0.013268994,0.001519217,6E-05,39.94977188,0,34,0,0,-12.080019,-32,-32,62.15984344,-100,-100,199,0,0,-1.554462671,1.620048761,-0.010097504,-0.003385544,0.000478745,8.7738E-05,-1.1391E-05,-1.69966E-06,37.86999512,40.00999451,0,0,-5.03752327,4.919440269,-0.004508972,0.015014648,6.58035E-05,0.001241684,-4.9537E-06,-1.27237E-05,38.71000671,39.22000122,0,0
67.45801626,6.416666985,-0.058458798,75,1,-0.258246422,29.51637459,4,1,0.489250064,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,6.416666985,0,0,0,0,0,6.416666985,0,0,0,0,6.416666985,0,0,0,0,6.416666985,0,0,3.47723E-06,8.50648E-05,0.001162567,-0.025565267,0,0,6.416666985,-0.058458798,1,6.016666889,6.016666889,-0.400000095,2,11.41666698,5.400000095,-0.616666794,3,16.01666641,4.599999428,-0.800000668,4,19.91666794,3.900001526,-0.699997902,5,22.81666756,2.899999619,-1.000001907,1.549663067,0.008720864,-0.000133041,1.86319E-05,37.86977386,-0.000190735,-1.623725891,0.00386615,-0.00015949,1.75179E-05,40.00976944,-0.000190735,5.038137913,0.004271438,0.000129231,6E-05,38.70977402,0,-4.921868324,-0.014948149,0.001717985,6E-05,39.21977234,0,34,0,0,-12.330019,-32,-32,62.76984406,-100,-100,199,0,0,-1.557967663,1.618005753,-0.008243561,-0.004242897,0.00047493,8.10623E-05,-1.73394E-05,-4.72926E-06,37.86999512,40.00999451,0,0,-5.039127827,4.924870491,-0.004584312,0.015766144,6.10352E-05,0.001228333,-4.9537E-06,-1.27237E-05,38.71000671,39.22000122,0,0
67.51705275,6.416666985,-0.058458798,75,1,-0.280178428,28.51269722,4,1,0.503853738,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,6.416666985,0,0,0,0,0,6.416666985,0,0,0,0,6.416666985,0,0,0,0,6.416666985,0,0,3.47723E-06,8.50648E-05,0.001162567,-0.025565267,0,0,6.416666985,-0.058458798,1,6.016666889,6.016666889,-0.400000095,2,11.41666698,5.400000095,-0.616666794,3,16.01666641,4.599999428,-0.800000668,4,19.91666794,3.900001526,-0.699997902,5,22.81666756,2.899999619,-1.000001907,1.556563139,0.008533491,-0.000432824,1.62227E-05,35.13977432,-0.000190735,-1.625349998,0.003677894,-0.000167454,1.60226E-05,39.22977066,-0.000190735,5.045837402,0.005210326,0.000117373,6E-05,35.71977615,0,-4.929553032,-0.01637654,0.002017829,6E-05,38.40977097,0,34,0,0,-12.45001888,-32,-32,62.73984528,-100,-100,199,0,0,-1.564927101,1.618497372,-0.008727074,-0.003501892,0.000359535,8.67844E-05,-1.39261E-05,-4.1388E-06,35.13999939,39.22999573,0,0,-5.048249245,4.932941437,-0.00592804,0.017149925,5.53131E-05,0.001278877,-5.39236E-06,-1.34958E-05,35.72000122,38.41000366,0,0
67.59574672,6.416666985,-0.058458798,75,1,-0.304426074,28.32795525,4,1,0.51008904,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,6.416666985,0,0,0,0,0,6.416666985,0,0,0,0,6.416666985,0,0,0,0,6.416666985,0,0,3.47723E-06,8.50648E-05,0.001162567,-0.025565267,0,0,6.416666985,-0.058458798,1,6.016666889,6.016666889,-0.400000095,2,11.41666698,5.400000095,-0.616666794,3,16.01666641,4.599999428,-0.800000668,4,19.91666794,3.900001526,-0.699997902,5,22.81666756,2.899999619,-1.000001907,1.562717438,0.008633134,-0.000632817,1.45307E-05,35.13977432,-0.000190735,-1.622640491,0.003584789,-0.000168265,1.70735E-05,39.22977066,-0.000190735,5.049058914,0.005829085,0.000109191,6E-05,35.71977615,0,-4.935374737,-0.017201105,0.002217824,6E-05,38.40977097,0,34,0,0,-12.45001888,-32,-32,62.73984528,-100,-100,199,0,0,-1.570032716,1.616150856,-0.008591652,-0.003557205,0.000402451,7.72476E-05,-1.80425E-05,-5.50598E-06,35.13999939,39.22999573,0,0,-5.05039835,4.939225674,-0.006103516,0.017848969,4.95911E-05,0.001264572,-5.39236E-06,-1.34958E-05,35.72000122,38.41000366,0,0
67.66068966,6.416666985,-0.038858797,75,1,-0.318584055,27.90515709,4,1,0.489567548,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,6.416666985,0,0,0,0,0,6.416666985,0,0,0,0,6.416666985,0,0,0,0,6.416666985,0,0,3.02967E-06,-7.19083E-05,0.006742949,-0.037031412,0,0,6.416666985,-0.038858797,1,6.616667271,6.616667271,0.200000286,2,13.51666737,6.900000095,0.283332825,3,20.81666756,7.300000191,0.400000095,4,28.91666794,8.100000381,0.800000191,5,37.81666946,8.900001526,0.800001144,1.566310644,0.009399781,-0.000822131,1.41045E-05,41.08977127,-0.000190735,-1.624144077,0.003525225,-0.000173178,1.82903E-05,38.28977203,-0.000190735,5.053331375,0.006498891,9.73504E-05,6E-05,32.98977661,0,-4.934707642,-0.01552599,0.002417824,6E-05,37.28977203,0,34,0,0,-12.57001877,-32,-32,62.56984329,-100,-100,199,0,0,-1.573514223,1.619874001,-0.010175705,-0.003111839,0.000472069,8.96454E-05,-2.2471E-05,-3.11341E-06,41.08999634,38.28999329,0,0,-5.05533123,4.935413837,-0.00711441,0.009422302,4.29153E-05,0.001929283,-5.82729E-06,-3.02019E-05,32.99000549,37.28999329,0,0
67.73550734,6.416666985,-0.038858797,75,1,-0.356517345,27.2883873,4,1,0.424882114,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,99.00499725,200,0,0,0,0,99,200,0,0,0,0,99,200,0,0,0,0,0,0,0,6.395833969,0,0,0,0,0,6.395833969,0,0,0,0,6.395833969,0,0,0,0,6.395833969,0,0,3.02967E-06,-7.19083E-05,0.006742949,-0.037031412,0,0,6.416666985,-0.038858797,1,6.616667271,6.616667271,0.200000286,2,13.51666737,6.900000095,0.283332825,3,20.81666756,7.300000191,0.400000095,4,28.91666794,8.100000381,0.800000191,5,37.81666946,8.900001526,0.800001144,1.576605439,0.010245267,-0.000947874,1.53525E-05,39.64977264,-0.000190735,-1.621725202,0.003390525,-0.000180191,1.98384E-05,38.34977341,-0.000190735,5.058012962,0.007079559,7.67299E-05,5.67857E-05,30.53977966,0,-4.940890789,-0.01186345,0.002619824,6E-05,36.23977661,0,34,0,0,-12.63001823,-32,-32,62.15984344,-100,-100,199,0,0,-1.582799911,1.617007732,-0.010498047,-0.003507614,0.000525475,9.53674E-05,-2.34749E-05,-9.96515E-07,39.6499939,38.3500061,0,0,-5.058142662,4.941473961,-0.007032394,0.012760162,3.62396E-05,0.001204491,-5.33089E-06,-1.1269E-05,30.53999329,36.24000549,0,0
